date_created,date_closed,stage,market_segment,Sum of net_revenue,Count of deal_id
1/30/2025,5/2/2025,Closed Lost,SMB,6727.68,1
1/30/2025,5/9/2025,Closed Lost,Mid Market,19788,1
1/30/2025,6/13/2025,Closed Lost,Large Market,178545,1
1/30/2025,6/13/2025,Closed Lost,Mid Market,45144,1
1/31/2025,2/7/2025,Closed Won,Large Market,2900,1
1/31/2025,2/28/2025,Closed Won,SMB,8280,1
1/31/2025,3/14/2025,Closed Won,Large Market,41157.36,1
1/31/2025,4/4/2025,Closed Lost,Mid Market,16684.8,1
1/31/2025,12/5/2025,Closed Lost,SMB,5260,1
1/31/2025,Open,Solutioning,SMB,6660,1
2/3/2025,2/14/2025,Closed Lost,SMB,7258.8,1
2/3/2025,2/21/2025,Closed Lost,SMB,4740,1
2/3/2025,3/21/2025,Closed Lost,SMB,5580,1
2/3/2025,5/16/2025,Closed Lost,Mid Market,30750.72,1
2/3/2025,10/24/2025,Closed Lost,Mid Market,5260,1
2/4/2025,4/4/2025,Closed Lost,Mid Market,19391.52,1
2/4/2025,5/2/2025,Closed Lost,Mid Market,12448.8,1
2/4/2025,5/16/2025,Closed Lost,Mid Market,25785.6,1
2/4/2025,5/23/2025,Closed Won,Mid Market,16896,1
2/4/2025,11/21/2025,Closed Lost,Mid Market,172317.6,1
2/4/2025,12/12/2025,Closed Won,Indirect,336.96,1
2/5/2025,2/21/2025,Closed Lost,Mid Market,13013.04,1
2/5/2025,2/28/2025,Closed Lost,SMB,5260,1
2/5/2025,3/21/2025,Closed Lost,SMB,7250.8,2
2/5/2025,3/28/2025,Closed Won,Mid Market,11220,1
2/5/2025,4/4/2025,Closed Lost,SMB,8991,1
2/5/2025,4/4/2025,Closed Won,Mid Market,12169.44,1
2/5/2025,4/4/2025,Closed Won,SMB,1409.4,1
2/5/2025,5/16/2025,Closed Won,Mid Market,33747.84,1
2/5/2025,7/25/2025,Closed Won,SMB,5840,1
2/5/2025,12/5/2025,Closed Lost,SMB,5580,1
2/6/2025,3/14/2025,Closed Lost,Mid Market,19958.4,1
2/6/2025,4/4/2025,Closed Lost,SMB,9109.8,1
2/6/2025,Open,Qualified,Large Market,153000,1
2/7/2025,2/14/2025,Closed Won,Indirect,2656.8,1
2/7/2025,2/28/2025,Verbal,Indirect,28872.96,1
2/7/2025,3/14/2025,Closed Lost,Indirect,540000,1
2/7/2025,4/4/2025,Closed Lost,Mid Market,34966.32,1
2/7/2025,4/4/2025,Closed Lost,SMB,5788,1
2/7/2025,4/11/2025,Closed Lost,Mid Market,16212.24,1
2/7/2025,4/18/2025,Closed Lost,SMB,5919.48,1
2/7/2025,5/16/2025,Closed Lost,SMB,2770.2,1
2/7/2025,12/12/2025,Closed Won,Indirect,403.2,1
2/7/2025,Open,Qualified,Indirect,360000,1
2/10/2025,2/28/2025,Closed Lost,SMB,5260,1
2/10/2025,3/21/2025,Closed Lost,Mid Market,23616,1
2/10/2025,11/7/2025,Closed Lost,Large Market,208154.4,1
2/11/2025,4/4/2025,Closed Lost,Mid Market,15602.4,1
2/11/2025,5/9/2025,Verbal,Large Market,116191.2,1
2/11/2025,7/18/2025,Closed Lost,Mid Market,94287.6,2
2/11/2025,8/8/2025,Closed Lost,Indirect,13700,2
2/12/2025,2/14/2025,Verbal,SMB,5840,1
2/12/2025,4/4/2025,Closed Lost,Mid Market,14406.48,1
2/12/2025,4/4/2025,Closed Lost,SMB,6312,1
2/12/2025,5/2/2025,Closed Lost,SMB,22331.04,2
2/12/2025,5/9/2025,Closed Lost,Mid Market,107905.8,1
2/12/2025,12/5/2025,Closed Lost,SMB,14764.4,3
2/12/2025,Open,Qualified,Indirect,6960,1
2/13/2025,2/14/2025,Closed Won,Indirect,2931.6,3
2/13/2025,2/28/2025,Closed Won,Indirect,2220.48,1
2/13/2025,3/21/2025,Closed Lost,SMB,5260,1
2/13/2025,4/11/2025,Closed Lost,Mid Market,1640,1
2/13/2025,4/18/2025,Closed Lost,Mid Market,102252,2
2/13/2025,4/25/2025,Closed Lost,Mid Market,14550,1
2/13/2025,5/2/2025,Closed Lost,Indirect,3900,1
2/13/2025,5/2/2025,Closed Lost,SMB,21865.936,4
2/13/2025,5/23/2025,Closed Lost,Mid Market,33309.096,2
2/13/2025,6/20/2025,Closed Lost,Indirect,131400,1
2/13/2025,6/27/2025,Closed Lost,Mid Market,21864,2
2/13/2025,8/15/2025,Closed Lost,Mid Market,33368.4,1
2/13/2025,12/5/2025,Closed Lost,SMB,14387.08,2
2/14/2025,2/21/2025,Closed Lost,Indirect,1080,1
2/14/2025,3/21/2025,Closed Lost,Mid Market,5387.4,1
2/14/2025,3/21/2025,Closed Lost,SMB,5260,1
2/14/2025,4/4/2025,Closed Lost,SMB,11352,2
2/14/2025,4/18/2025,Closed Lost,Mid Market,57768.96,1
2/14/2025,4/25/2025,Closed Lost,Mid Market,17185.68,1
2/14/2025,5/2/2025,Closed Lost,SMB,5209.2,1
2/14/2025,8/15/2025,Closed Lost,Mid Market,31207.68,1
2/14/2025,8/22/2025,Closed Lost,Mid Market,35280,1
2/14/2025,9/5/2025,Closed Lost,Mid Market,119170.2,1
2/14/2025,10/31/2025,Closed Lost,Mid Market,17865.504,1
2/14/2025,12/5/2025,Closed Lost,SMB,7305.12,1
2/17/2025,2/21/2025,Closed Won,Mid Market,5000,1
2/17/2025,4/18/2025,Closed Lost,Mid Market,7808.4,1
2/17/2025,5/2/2025,Closed Lost,SMB,19087.68,2
2/17/2025,8/22/2025,Closed Lost,Mid Market,30648,2
2/17/2025,10/3/2025,Closed Lost,Mid Market,13303.2,1
2/18/2025,3/7/2025,Verbal,Indirect,0,1
2/18/2025,4/25/2025,Closed Lost,Mid Market,86352,1
2/18/2025,5/9/2025,Closed Lost,SMB,8063.52,1
2/18/2025,5/16/2025,Closed Lost,Indirect,189000,1
2/18/2025,11/14/2025,Closed Lost,Mid Market,9204,1
2/18/2025,12/12/2025,Closed Lost,Indirect,8760,2
2/19/2025,3/21/2025,Closed Won,SMB,8600,1
2/19/2025,4/11/2025,Closed Lost,Mid Market,23328,1
2/19/2025,5/9/2025,Closed Lost,Mid Market,27652.44,1
2/19/2025,6/20/2025,Closed Lost,Indirect,41184,1
2/19/2025,8/29/2025,Closed Lost,Indirect,70000,1
2/19/2025,12/5/2025,Closed Lost,SMB,9601.44,1
2/19/2025,Open,Solutioning,Indirect,7200,1
2/20/2025,3/14/2025,Closed Lost,Mid Market,11466.84,1
2/20/2025,4/11/2025,Closed Lost,SMB,7675.36,2
2/20/2025,4/18/2025,Closed Lost,Mid Market,105516.84,1
2/20/2025,4/25/2025,Closed Won,SMB,10059.84,1
2/20/2025,5/2/2025,Closed Lost,SMB,7358.4,1
2/20/2025,5/9/2025,Closed Lost,Mid Market,77514.84,1
2/20/2025,Open,Alignment,Indirect,293760,1
2/21/2025,2/28/2025,Closed Won,Indirect,564.48,1
2/21/2025,4/11/2025,Closed Lost,SMB,5364.486,1
2/21/2025,5/9/2025,Closed Lost,SMB,5644.8,1
2/21/2025,6/20/2025,Closed Lost,Large Market,563760,1
2/24/2025,4/18/2025,Closed Lost,Mid Market,46800,1
2/25/2025,4/4/2025,Closed Lost,Mid Market,5729.04,1
2/25/2025,5/2/2025,Closed Lost,Mid Market,19788,1
2/25/2025,8/1/2025,Closed Lost,Mid Market,7761.6,1
2/25/2025,12/5/2025,Closed Lost,SMB,4257.36,1
2/26/2025,5/9/2025,Closed Lost,Mid Market,32572.8,1
2/26/2025,5/23/2025,Closed Lost,Mid Market,55692,1
2/26/2025,5/30/2025,Closed Lost,Mid Market,46495.92,1
2/26/2025,7/11/2025,Closed Lost,Mid Market,138095.04,1
2/26/2025,8/1/2025,Closed Lost,Mid Market,292721.79,1
2/26/2025,10/10/2025,Closed Lost,Mid Market,106506,1
2/26/2025,10/17/2025,Closed Lost,Mid Market,6873.12,1
2/27/2025,2/28/2025,Closed Won,Indirect,14238,24
2/27/2025,5/2/2025,Closed Lost,Indirect,210000,1
2/27/2025,5/16/2025,Closed Lost,SMB,1400,1
2/27/2025,6/20/2025,Closed Lost,Indirect,4896,1
2/27/2025,6/20/2025,Closed Lost,Mid Market,31320,1
2/27/2025,7/4/2025,Closed Won,Large Market,289636.56,1
2/27/2025,8/15/2025,Closed Lost,Large Market,2492400,1
2/27/2025,8/22/2025,Closed Lost,Indirect,21600,1
2/27/2025,10/3/2025,Closed Lost,Mid Market,10019.28,1
2/27/2025,10/31/2025,Closed Lost,Indirect,752400,1
2/27/2025,12/5/2025,Closed Lost,SMB,10161.6,1
2/27/2025,Open,Solutioning,Indirect,140400,1
2/28/2025,3/7/2025,Closed Won,Indirect,869.4,1
2/28/2025,5/23/2025,Closed Lost,Mid Market,23023.92,1
2/28/2025,6/20/2025,Closed Won,Mid Market,17191.44,1
2/28/2025,6/27/2025,Closed Lost,Indirect,12000,1
2/28/2025,7/25/2025,Closed Lost,Mid Market,26139.36,1
2/28/2025,9/19/2025,Closed Lost,Mid Market,13780.8,1
2/28/2025,10/3/2025,Closed Lost,Mid Market,52128,2
2/28/2025,10/10/2025,Closed Lost,Mid Market,20020.8,1
3/3/2025,3/7/2025,Closed Won,Indirect,1768.2,2
3/3/2025,3/14/2025,Closed Lost,Indirect,3150,1
3/3/2025,4/25/2025,Closed Won,Mid Market,11220,1
3/3/2025,5/2/2025,Closed Lost,Indirect,73200,2
3/3/2025,5/23/2025,Closed Lost,Mid Market,12672,1
3/3/2025,6/13/2025,Closed Lost,Mid Market,109500,1
3/3/2025,6/20/2025,Closed Won,Mid Market,73527.72,1
3/3/2025,8/29/2025,Closed Lost,Mid Market,11185.2,1
3/3/2025,9/5/2025,Closed Won,Mid Market,25476.72,1
3/3/2025,10/31/2025,Closed Lost,Mid Market,15912,1
3/4/2025,3/7/2025,Closed Won,Indirect,7300.8,1
3/4/2025,3/21/2025,Closed Won,Mid Market,10322.64,1
3/4/2025,5/9/2025,Closed Lost,Mid Market,5390.4,1
3/4/2025,5/9/2025,Closed Lost,SMB,1541.6,1
3/4/2025,5/16/2025,Closed Lost,Mid Market,172800,1
3/4/2025,5/23/2025,Closed Lost,SMB,6796.2,1
3/4/2025,6/27/2025,Closed Lost,Indirect,6000,1
3/4/2025,6/27/2025,Closed Won,Mid Market,23147.52,1
3/4/2025,8/8/2025,Closed Lost,Mid Market,20428.8,1
3/4/2025,12/5/2025,Closed Lost,SMB,5703.84,1
3/4/2025,Open,Qualified,Indirect,1260,1
3/5/2025,5/2/2025,Closed Lost,SMB,10282.8,1
3/5/2025,5/23/2025,Closed Lost,Mid Market,5260,1
3/5/2025,7/4/2025,Closed Lost,Mid Market,14353.92,1
3/5/2025,8/29/2025,Closed Lost,Mid Market,49264.32,1
3/5/2025,10/10/2025,Closed Lost,Mid Market,26334,1
3/5/2025,11/14/2025,Closed Lost,Mid Market,184800,1
3/5/2025,12/5/2025,Closed Lost,SMB,4848.264,1
3/5/2025,Open,Alignment,Mid Market,24153.6,1
3/5/2025,Open,Solutioning,Indirect,15264,1
3/6/2025,3/7/2025,Closed Won,Indirect,45000,1
3/6/2025,3/7/2025,Closed Won,SMB,1321.32,1
3/6/2025,5/23/2025,Closed Lost,Mid Market,5260,1
3/6/2025,7/18/2025,Closed Won,Large Market,237073.32,1
3/6/2025,10/31/2025,Closed Lost,Indirect,224520,2
3/6/2025,11/7/2025,Closed Lost,Large Market,686400,1
3/6/2025,11/14/2025,Closed Lost,Indirect,172000,1
3/7/2025,5/9/2025,Closed Won,Indirect,3250,1
3/7/2025,5/23/2025,Closed Lost,SMB,5260,1
3/7/2025,6/6/2025,Closed Lost,Indirect,8200,1
3/7/2025,7/11/2025,Closed Won,Mid Market,48741.6,1
3/7/2025,8/8/2025,Closed Lost,Indirect,2188.8,1
3/7/2025,9/26/2025,Closed Lost,SMB,8271.6,1
3/10/2025,3/14/2025,Closed Won,Indirect,669.6,1
3/10/2025,7/11/2025,Closed Lost,Indirect,810,1
3/10/2025,8/8/2025,Closed Lost,Indirect,11700,1
3/10/2025,8/22/2025,Closed Lost,Indirect,7500,1
3/11/2025,3/14/2025,Closed Won,Mid Market,1753.92,1
3/11/2025,3/28/2025,Closed Won,SMB,1541.6,1
3/11/2025,4/4/2025,Closed Won,SMB,1733.76,1
3/11/2025,5/16/2025,Closed Lost,Mid Market,7119.36,1
3/11/2025,5/16/2025,Closed Won,SMB,10564.56,1
3/11/2025,6/6/2025,Closed Lost,Mid Market,23463.96,1
3/11/2025,7/4/2025,Closed Won,Mid Market,22024.56,1
3/11/2025,8/1/2025,Verbal,Mid Market,6480,1
3/12/2025,4/4/2025,Closed Lost,SMB,11188,2
3/12/2025,4/11/2025,Closed Lost,Mid Market,4266,1
3/12/2025,4/11/2025,Closed Won,Mid Market,5260,1
3/12/2025,4/18/2025,Closed Lost,Mid Market,10660,2
3/12/2025,5/2/2025,Closed Lost,Indirect,23116.2,1
3/12/2025,5/16/2025,Closed Won,Mid Market,5688,1
3/12/2025,5/30/2025,Closed Won,SMB,9604.8,1
3/12/2025,6/20/2025,Closed Lost,Mid Market,39606,2
3/12/2025,6/27/2025,Closed Lost,Indirect,9450,1
3/12/2025,8/29/2025,Closed Lost,Mid Market,31880.52,2
3/12/2025,9/12/2025,Closed Won,Mid Market,25225.2,1
3/12/2025,11/14/2025,Closed Lost,Mid Market,27720,1
3/13/2025,3/21/2025,Closed Lost,Mid Market,20592,1
3/13/2025,5/2/2025,Closed Lost,SMB,1220,1
3/13/2025,7/25/2025,Closed Won,Mid Market,7990.08,1
3/14/2025,3/21/2025,Closed Won,Indirect,1447.2,1
3/14/2025,4/4/2025,Closed Lost,Mid Market,11403.6,1
3/14/2025,4/25/2025,Closed Lost,Mid Market,2456.16,1
3/14/2025,5/23/2025,Closed Lost,Mid Market,4266,1
3/14/2025,6/27/2025,Closed Lost,Mid Market,13986,1
3/17/2025,3/21/2025,Closed Won,Indirect,19810.44,8
3/17/2025,4/4/2025,Closed Won,Mid Market,11502,1
3/17/2025,4/11/2025,Closed Lost,Mid Market,14784,1
3/17/2025,4/18/2025,Closed Lost,Mid Market,16800,1
3/17/2025,5/2/2025,Closed Lost,Mid Market,7529.4,1
3/17/2025,8/22/2025,Closed Won,Mid Market,12786.48,1
3/17/2025,9/12/2025,Closed Lost,Mid Market,29811.6,1
3/17/2025,10/3/2025,Closed Lost,Mid Market,24336,1
3/17/2025,10/10/2025,Closed Lost,Large Market,540000,1
3/17/2025,10/17/2025,Closed Lost,Mid Market,5260,1
3/18/2025,4/25/2025,Closed Won,Mid Market,61437.6,1
3/18/2025,5/9/2025,Closed Lost,SMB,6312,1
3/18/2025,6/6/2025,Closed Lost,Mid Market,68315.28,1
3/18/2025,6/6/2025,Closed Lost,SMB,5256,1
3/18/2025,6/20/2025,Closed Won,Indirect,0,1
3/18/2025,7/11/2025,Closed Lost,Mid Market,5260,1
3/18/2025,8/29/2025,Closed Lost,Mid Market,30041.52,1
3/18/2025,9/5/2025,Closed Won,Mid Market,16128,1
3/18/2025,10/3/2025,Closed Lost,Mid Market,5260,1
3/19/2025,3/28/2025,Closed Won,Indirect,1596,1
3/19/2025,4/18/2025,Closed Lost,Mid Market,11664,1
3/19/2025,4/18/2025,Closed Won,SMB,4452,1
3/19/2025,4/25/2025,Closed Won,Mid Market,7558.56,1
3/19/2025,5/9/2025,Closed Lost,SMB,5788,1
3/19/2025,5/23/2025,Closed Lost,Mid Market,5886.72,1
3/20/2025,5/9/2025,Verbal,Mid Market,30746.52,1
3/20/2025,6/6/2025,Closed Lost,Mid Market,6312,1
3/20/2025,7/18/2025,Closed Lost,Mid Market,60590.52,1
3/20/2025,11/7/2025,Closed Lost,Indirect,1350000,1
3/20/2025,12/5/2025,Closed Lost,SMB,4656.96,1
3/20/2025,Open,Qualified,Indirect,55080,1
3/21/2025,6/6/2025,Closed Lost,Mid Market,103750.32,1
3/21/2025,7/11/2025,Closed Lost,Mid Market,13576.2,1
3/24/2025,3/28/2025,Closed Won,Indirect,13840,2
3/24/2025,3/28/2025,Closed Won,Mid Market,13464,1
3/24/2025,4/25/2025,Closed Won,Mid Market,2610.72,1
3/24/2025,5/2/2025,Closed Lost,Mid Market,3822,1
3/24/2025,5/2/2025,Closed Won,Mid Market,11018.04,1
3/24/2025,5/23/2025,Closed Lost,Mid Market,6236.16,1
3/24/2025,6/27/2025,Closed Lost,Indirect,7371,1
3/24/2025,8/15/2025,Closed Lost,Mid Market,26004,1
3/24/2025,8/29/2025,Closed Won,Mid Market,31266,1
3/24/2025,9/19/2025,Closed Won,Mid Market,22579.32,1
3/24/2025,11/14/2025,Closed Lost,Mid Market,10476,1
3/25/2025,3/28/2025,Closed Won,Indirect,1317.12,1
3/25/2025,6/20/2025,Closed Lost,SMB,5355,1
3/25/2025,6/27/2025,Closed Lost,SMB,5260,1
3/25/2025,11/14/2025,Closed Lost,Large Market,0,1
3/26/2025,3/28/2025,Closed Won,Indirect,1890,1
3/26/2025,5/30/2025,Closed Lost,SMB,0,1
3/27/2025,5/2/2025,Closed Won,Mid Market,5260,1
3/27/2025,5/2/2025,Solutioning,Indirect,28620,1
3/27/2025,5/9/2025,Closed Lost,Mid Market,62400.96,1
3/27/2025,5/16/2025,Closed Won,Mid Market,5358.876,1
3/27/2025,5/16/2025,Solutioning,Indirect,278244,2
3/27/2025,6/13/2025,Closed Lost,Mid Market,9564.48,1
3/27/2025,6/20/2025,Closed Lost,Mid Market,152710.32,2
3/27/2025,7/4/2025,Closed Won,Mid Market,141312,1
3/27/2025,7/18/2025,Closed Lost,Mid Market,5055.12,1
3/27/2025,8/1/2025,Closed Lost,Mid Market,4266,1
3/27/2025,8/8/2025,Closed Lost,Mid Market,5260,1
3/27/2025,8/29/2025,Closed Lost,Mid Market,27322.32,2
3/27/2025,8/29/2025,Verbal,Mid Market,28821.936,1
3/27/2025,9/5/2025,Closed Lost,Mid Market,16896,1
3/27/2025,10/31/2025,Closed Lost,Indirect,2808000,2
3/27/2025,10/31/2025,Solutioning,Indirect,128952,1
3/27/2025,Open,Qualified,Indirect,1150668,7
3/28/2025,4/4/2025,Closed Won,SMB,3402,1
3/28/2025,6/20/2025,Closed Lost,SMB,5260,1
3/28/2025,7/11/2025,Verbal,Large Market,197494.56,1
3/28/2025,7/18/2025,Closed Lost,Large Market,214160.4,1
3/28/2025,8/8/2025,Closed Won,Large Market,252236.3712,1
3/28/2025,8/15/2025,Closed Lost,Mid Market,4307.16,1
3/28/2025,8/22/2025,Closed Lost,Mid Market,19306.32,1
3/28/2025,8/29/2025,Closed Lost,Large Market,264000,1
3/28/2025,9/12/2025,Closed Lost,Mid Market,110323.68,2
3/28/2025,9/12/2025,Closed Won,Mid Market,27938.88,1
3/28/2025,12/5/2025,Closed Lost,SMB,5187.6,1
3/28/2025,Open,Alignment,SMB,2064,1
3/31/2025,5/2/2025,Closed Won,Mid Market,9315.48,1
3/31/2025,6/20/2025,Closed Lost,Indirect,6875,1
3/31/2025,6/20/2025,Closed Lost,Mid Market,5463.36,1
3/31/2025,6/20/2025,Closed Lost,SMB,5260,1
3/31/2025,7/18/2025,Closed Lost,Mid Market,105726,2
3/31/2025,7/25/2025,Closed Won,Mid Market,18600,1
3/31/2025,8/22/2025,Closed Lost,Indirect,96750,1
3/31/2025,9/26/2025,Closed Lost,Mid Market,16569.9,1
3/31/2025,10/10/2025,Closed Lost,Indirect,9000,1
3/31/2025,10/17/2025,Closed Won,Mid Market,11580,1
4/1/2025,4/4/2025,Closed Won,SMB,5840,1
4/1/2025,6/6/2025,Closed Lost,SMB,4740,1
4/1/2025,6/6/2025,Closed Won,Mid Market,6600,1
4/1/2025,6/20/2025,Closed Won,SMB,5748.6,1
4/1/2025,8/22/2025,Closed Lost,Indirect,14400,1
4/1/2025,8/29/2025,Closed Lost,Large Market,391206,1
4/1/2025,9/12/2025,Closed Lost,Mid Market,32634,1
4/1/2025,10/10/2025,Closed Lost,Mid Market,10644.48,1
4/2/2025,4/4/2025,Closed Won,Indirect,0,1
4/2/2025,6/6/2025,Closed Lost,SMB,10000,2
4/2/2025,6/20/2025,Closed Lost,SMB,5260,1
4/2/2025,8/22/2025,Closed Lost,Indirect,19384,2
4/2/2025,10/10/2025,Closed Lost,Indirect,96000,1
4/2/2025,10/10/2025,Closed Lost,Mid Market,32699.76,1
4/2/2025,Open,Solutioning,Indirect,111000,1
4/3/2025,5/9/2025,Closed Lost,Mid Market,5788,1
4/3/2025,5/9/2025,Closed Lost,SMB,7621.2,1
4/3/2025,5/23/2025,Closed Lost,SMB,5840,1
4/3/2025,5/30/2025,Closed Lost,Mid Market,12557.76,1
4/3/2025,6/6/2025,Closed Lost,SMB,5260,1
4/3/2025,6/6/2025,Closed Won,Mid Market,6600,1
4/3/2025,6/20/2025,Closed Lost,Mid Market,10643.4,1
4/3/2025,6/27/2025,Closed Lost,Mid Market,7600.32,1
4/3/2025,7/18/2025,Closed Won,Mid Market,32616,1
4/3/2025,8/15/2025,Closed Lost,Mid Market,7227,1
4/3/2025,11/7/2025,Closed Won,SMB,6140.8,1
4/3/2025,12/5/2025,Closed Lost,SMB,5260,1
4/3/2025,Open,Alignment,Indirect,2782.08,1
4/4/2025,5/30/2025,Closed Lost,SMB,7460,1
4/4/2025,8/22/2025,Closed Lost,Mid Market,14364,1
4/4/2025,10/10/2025,Closed Lost,Mid Market,126940.8,1
4/4/2025,11/14/2025,Closed Lost,Large Market,210136.32,1
4/6/2025,8/29/2025,Closed Lost,Large Market,158364,1
4/7/2025,4/11/2025,Closed Won,Indirect,7200,1
4/7/2025,4/11/2025,Closed Won,SMB,734.16,1
4/7/2025,5/9/2025,Closed Lost,Mid Market,24494.4,1
4/7/2025,8/22/2025,Closed Lost,Large Market,291456.96,1
4/7/2025,8/29/2025,Closed Won,Indirect,11040,1
4/7/2025,10/24/2025,Closed Won,Mid Market,22440,1
4/8/2025,5/9/2025,Closed Lost,SMB,1541.6,1
4/8/2025,8/1/2025,Closed Lost,Large Market,630000,1
4/8/2025,8/22/2025,Closed Lost,Indirect,198966.6,1
4/8/2025,8/29/2025,Closed Lost,Mid Market,73320,1
4/8/2025,11/14/2025,Closed Lost,Mid Market,94446.72,2
4/9/2025,4/25/2025,Closed Lost,Mid Market,8936.64,1
4/9/2025,5/9/2025,Closed Lost,Mid Market,7016.76,1
4/9/2025,5/16/2025,Closed Won,SMB,5580,1
4/9/2025,6/20/2025,Closed Lost,SMB,4740,1
4/9/2025,6/27/2025,Closed Lost,SMB,5260,1
4/9/2025,7/18/2025,Closed Lost,Mid Market,7038,1
4/9/2025,8/15/2025,Closed Won,Indirect,3990,1
4/9/2025,8/29/2025,Closed Won,Mid Market,9687.6,1
4/10/2025,4/11/2025,Closed Won,SMB,6900,1
4/10/2025,5/16/2025,Closed Lost,SMB,5788,1
4/10/2025,5/16/2025,Closed Won,Indirect,4752,1
4/10/2025,7/4/2025,Closed Lost,SMB,5788,1
4/10/2025,7/18/2025,Closed Lost,Mid Market,8094,1
4/10/2025,8/8/2025,Closed Lost,Mid Market,61542.072,2
4/10/2025,8/22/2025,Closed Lost,Indirect,28165.8,1
4/10/2025,9/12/2025,Closed Won,Mid Market,18516.96,1
4/10/2025,9/19/2025,Closed Lost,Mid Market,10813.44,1
4/11/2025,6/13/2025,Closed Lost,SMB,5260,1
4/11/2025,6/20/2025,Closed Lost,Mid Market,15019.2,1
4/11/2025,8/8/2025,Closed Lost,Indirect,7200,1
4/11/2025,8/15/2025,Closed Lost,Mid Market,116037.48,2
4/11/2025,8/22/2025,Closed Lost,Indirect,14832,1
4/11/2025,9/19/2025,Closed Lost,Mid Market,40320,1
4/11/2025,10/31/2025,Closed Lost,Mid Market,24949.92,1
4/13/2025,5/2/2025,Closed Lost,Indirect,1587,1
4/13/2025,8/8/2025,Closed Lost,Indirect,2700,1
4/14/2025,5/16/2025,Closed Lost,Mid Market,8064,1
4/14/2025,5/23/2025,Closed Lost,Indirect,5260,1
4/14/2025,6/20/2025,Closed Lost,SMB,5260,1
4/14/2025,6/27/2025,Closed Lost,Indirect,4107,1
4/14/2025,6/27/2025,Closed Lost,Mid Market,7696.92,1
4/14/2025,7/18/2025,Closed Lost,Mid Market,18285,2
4/14/2025,7/18/2025,Closed Won,Mid Market,11055.72,1
4/14/2025,8/8/2025,Closed Lost,Mid Market,22799.52,1
4/14/2025,8/15/2025,Verbal,Mid Market,40427.04,2
4/14/2025,9/5/2025,Closed Lost,Mid Market,15132,1
4/14/2025,9/19/2025,Closed Lost,Mid Market,14496,1
4/14/2025,9/26/2025,Closed Lost,Indirect,9000,1
4/14/2025,12/5/2025,Closed Lost,SMB,9573,2
4/14/2025,Open,Qualified,Indirect,156480,1
4/14/2025,Open,Qualified,Mid Market,28944.36,1
4/15/2025,4/18/2025,Closed Won,Indirect,237.6,1
4/15/2025,4/25/2025,Closed Lost,Indirect,76800,1
4/15/2025,4/25/2025,Closed Lost,SMB,2641.92,1
4/15/2025,6/13/2025,Closed Lost,Mid Market,44928,1
4/15/2025,8/29/2025,Closed Lost,Indirect,50580,1
4/15/2025,10/3/2025,Closed Lost,Mid Market,28204.92,2
4/15/2025,10/10/2025,Closed Lost,Mid Market,37006.8,2
4/16/2025,4/18/2025,Closed Won,Indirect,52.8,1
4/16/2025,4/18/2025,Closed Won,Mid Market,7202.52,1
4/16/2025,6/27/2025,Closed Lost,Indirect,166736,1
4/16/2025,8/8/2025,Closed Lost,Indirect,4375,1
4/16/2025,11/7/2025,Closed Lost,Mid Market,7647.48,1
4/17/2025,4/18/2025,Closed Won,SMB,6140,1
4/17/2025,5/2/2025,Closed Won,Mid Market,9168,1
4/17/2025,5/16/2025,Closed Won,SMB,5840,1
4/17/2025,5/23/2025,Closed Lost,Mid Market,148213.32,2
4/17/2025,6/13/2025,Closed Lost,Mid Market,25872,1
4/17/2025,7/4/2025,Closed Lost,Mid Market,38141.28,1
4/17/2025,8/15/2025,Closed Lost,Mid Market,32076,1
